Movie_ID,Movie_Name,Mood,Genre,Year,Rating,Duration_Minutes
2982,Kabir Singh,Romantic,Horror,1968,5.4,135
2983,Inception,Mysterious,Drama,1989,3.7,97
2984,The Shawshank Redemption,Happy,Fantasy,1990,8.4,91
2985,Titanic,Mysterious,Comedy,1973,1.5,129
2986,Avengers: Endgame,Sad,Sci-Fi,1973,8.7,95
2987,A Walk to Remember,Romantic,Horror,1983,5.5,124
2988,Avengers: Endgame,Happy,Romance,2000,6.3,164
2989,The Godfather,Adventurous,Fantasy,2010,7.5,93
2990,The Godfather,Adventurous,Horror,2000,2.7,143
2991,A Walk to Remember,Romantic,Comedy,1962,2.4,130
2992,Inception,Scary,Comedy,2010,1.3,80
2993,Avengers: Endgame,Sad,Romance,2018,9.4,132
2994,Inception,Adventurous,Action,1971,3.3,115
2995,Titanic,Scary,Romance,1955,9.1,139
2996,Inception,Mysterious,Mystery,2013,7.5,127
2997,Titanic,Happy,Thriller,1973,1.0,158
2998,The Shawshank Redemption,Mysterious,Action,1951,7.4,172
2999,Avengers: Endgame,Exciting,Drama,2001,2.2,160
3000,The Godfather,Mysterious,Drama,1986,7.7,107
3001,Titanic,Sad,Fantasy,1975,4.5,160
3002,The Godfather,Adventurous,Romance,1982,9.3,111
3003,Titanic,Exciting,Drama,2000,8.6,83
3004,The Notebook,Romantic,Sci-Fi,2010,5.9,107
3005,Titanic,Mysterious,Romance,1994,4.4,126
3006,The Godfather,Mysterious,Romance,1970,5.4,135
3007,Titanic,Mysterious,Action,2011,5.5,95
3008,Avengers: Endgame,Adventurous,Thriller,2022,9.5,140
3009,The Shawshank Redemption,Sad,Action,1991,8.9,117
3010,The Godfather,Happy,Fantasy,2007,9.0,165
3011,The Shawshank Redemption,Happy,Action,1953,4.4,142
3012,Titanic,Adventurous,Mystery,1981,7.1,106
3013,Titanic,Exciting,Action,1988,1.5,144
3014,Titanic,Exciting,Thriller,1955,1.8,174
3015,The Godfather,Sad,Fantasy,1952,6.0,91
3016,Titanic,Mysterious,Sci-Fi,1996,9.8,176
3017,Inception,Happy,Comedy,2020,8.8,175
3018,The Shawshank Redemption,Happy,Sci-Fi,2019,7.1,155
3019,Avengers: Endgame,Sad,Romance,2004,8.2,174
3020,Titanic,Happy,Fantasy,1992,2.3,94
3021,Inception,Exciting,Action,1988,9.7,91
3022,The Shawshank Redemption,Exciting,Drama,2019,8.0,118
3023,The Shawshank Redemption,Exciting,Thriller,1954,6.0,84
3024,The Notebook,Romantic,Mystery,2003,5.2,176
3025,Avengers: Endgame,Adventurous,Fantasy,1951,3.5,135
3026,Titanic,Happy,Fantasy,1956,6.8,121
3027,The Shawshank Redemption,Adventurous,Comedy,2003,4.4,152
3028,The Shawshank Redemption,Scary,Mystery,2011,5.3,109
3029,The Godfather,Mysterious,Comedy,2016,7.0,123
3030,Avengers: Endgame,Sad,Horror,1964,4.1,161
3031,The Godfather,Mysterious,Thriller,1989,8.6,172
3032,A Walk to Remember,Romantic,Thriller,1984,7.7,175
3033,The Shawshank Redemption,Scary,Thriller,1961,2.0,141
3034,Avengers: Endgame,Sad,Mystery,1970,2.8,135
3035,The Shawshank Redemption,Scary,Horror,1968,8.9,138
3036,Inception,Mysterious,Drama,1991,6.5,137
3037,The Shawshank Redemption,Mysterious,Action,1961,7.3,94
3038,Avengers: Endgame,Happy,Comedy,2012,6.5,172
3039,The Shawshank Redemption,Scary,Horror,2011,5.5,176
3040,The Shawshank Redemption,Mysterious,Horror,1966,6.1,174
3041,The Shawshank Redemption,Happy,Thriller,1974,3.3,160
3042,Avengers: Endgame,Scary,Action,1956,4.1,177
3043,The Godfather,Scary,Drama,2006,3.8,142
3044,Titanic,Exciting,Thriller,1992,6.3,164
3045,The Godfather,Sad,Mystery,1994,1.6,78
3046,Titanic,Romantic,Comedy,1995,8.4,81
3047,Inception,Exciting,Comedy,1979,1.2,94
3048,The Godfather,Sad,Comedy,1987,6.2,133
3049,The Godfather,Adventurous,Fantasy,1963,9.3,175
3050,Avengers: Endgame,Relaxed,Action,2000,9.5,109
3051,The Shawshank Redemption,Relaxed,Romance,1985,4.8,142
3052,The Shawshank Redemption,Sad,Romance,1956,9.0,113
3053,The Notebook,Romantic,Sci-Fi,1957,1.7,149
3054,The Godfather,Sad,Romance,1997,5.7,91
3055,Titanic,Romantic,Romance,1963,1.5,110
3056,Inception,Adventurous,Sci-Fi,1983,4.6,173
3057,Titanic,Mysterious,Fantasy,1959,5.6,100
3058,The Shawshank Redemption,Happy,Drama,1965,3.1,144
3059,The Shawshank Redemption,Happy,Thriller,2011,6.0,81
3060,Avengers: Endgame,Happy,Action,2015,3.8,124
3061,Avengers: Endgame,Mysterious,Drama,2022,1.6,112
3062,The Shawshank Redemption,Relaxed,Romance,2006,1.2,164
3063,Titanic,Mysterious,Drama,1960,7.7,153
3064,Titanic,Scary,Romance,2013,3.7,142
3065,Titanic,Sad,Drama,1974,4.7,114
3066,Inception,Sad,Drama,2024,6.6,142
3067,The Shawshank Redemption,Sad,Sci-Fi,1951,8.8,129
3068,Inception,Mysterious,Mystery,2023,2.7,127
3069,Inception,Sad,Comedy,1967,7.8,152
3070,The Shawshank Redemption,Exciting,Action,2019,5.9,101
3071,Avengers: Endgame,Scary,Action,1956,8.1,89
3072,Inception,Sad,Mystery,1969,6.1,154
3073,Inception,Relaxed,Action,1988,2.0,112
3074,Inception,Relaxed,Thriller,2016,5.8,167
3075,Titanic,Sad,Fantasy,2017,5.2,147
3076,Avengers: Endgame,Happy,Fantasy,2015,3.0,179
3077,Titanic,Exciting,Mystery,2020,4.2,101
3078,The Godfather,Mysterious,Mystery,2000,1.2,164
3079,The Shawshank Redemption,Sad,Thriller,2008,3.8,90
3080,Avengers: Endgame,Happy,Comedy,2015,5.7,154
3081,The Godfather,Happy,Drama,1965,1.2,168
3082,Inception,Happy,Drama,1965,1.1,163
3083,Kabir Singh,Romantic,Romance,1954,7.3,98
3084,The Godfather,Scary,Fantasy,2005,3.1,163
3085,Inception,Adventurous,Horror,1958,9.2,139
3086,Titanic,Romantic,Sci-Fi,1962,4.7,78
3087,Avengers: Endgame,Sad,Sci-Fi,2022,4.4,85
3088,My Fault,Romantic,Thriller,1957,6.6,141
3089,The Godfather,Scary,Thriller,1952,6.3,112
3090,The Godfather,Exciting,Sci-Fi,2015,7.4,109
3091,The Godfather,Adventurous,Thriller,1951,9.9,137
3092,The Godfather,Scary,Thriller,2016,9.5,148
3093,The Godfather,Sad,Sci-Fi,2001,1.5,133
3094,A Walk to Remember,Romantic,Fantasy,2012,5.9,160
3095,Inception,Sad,Horror,2016,9.0,106
3096,Inception,Exciting,Mystery,1958,1.2,112
3097,Inception,Exciting,Fantasy,1951,5.2,153
3098,Avengers: Endgame,Mysterious,Horror,1995,4.8,148
3099,The Shawshank Redemption,Adventurous,Sci-Fi,1975,4.9,136
3100,Titanic,Happy,Mystery,2024,9.7,88
3101,The Shawshank Redemption,Relaxed,Mystery,1952,1.9,114
3102,The Shawshank Redemption,Sad,Thriller,1978,8.3,137
3103,The Godfather,Adventurous,Thriller,2000,4.2,180
3104,Titanic,Romantic,Thriller,2023,2.0,145
3105,Avengers: Endgame,Scary,Horror,1952,4.1,90
3106,Inception,Sad,Drama,1982,1.1,153
3107,Inception,Scary,Horror,2003,1.8,126
3108,The Godfather,Sad,Thriller,1958,3.2,142
3109,The Godfather,Adventurous,Horror,2015,9.2,124
3110,Inception,Adventurous,Action,2008,4.5,79
3111,Inception,Scary,Drama,1988,4.0,132
3112,My Fault,Romantic,Drama,2018,8.2,166
3113,My Fault,Romantic,Mystery,1978,4.5,148
3114,Avengers: Endgame,Relaxed,Action,2004,6.0,88
3115,The Shawshank Redemption,Adventurous,Thriller,1990,6.1,101
3116,The Shawshank Redemption,Scary,Horror,1953,4.5,120
3117,The Godfather,Scary,Comedy,1964,7.7,98
3118,Inception,Happy,Drama,1962,5.4,91
3119,Titanic,Sad,Comedy,1967,9.4,151
3120,The Shawshank Redemption,Mysterious,Action,1970,7.5,175
3121,The Godfather,Adventurous,Romance,1969,6.5,81
3122,The Shawshank Redemption,Sad,Thriller,2016,5.9,152
3123,The Shawshank Redemption,Sad,Sci-Fi,1979,6.9,90
3124,The Shawshank Redemption,Relaxed,Comedy,1950,9.4,174
3125,Avengers: Endgame,Happy,Mystery,1984,3.9,157
3126,The Godfather,Sad,Romance,2001,1.3,80
3127,Inception,Happy,Fantasy,2007,9.0,137
3128,Titanic,Mysterious,Action,1994,2.9,81
3129,Titanic,Romantic,Romance,1992,5.6,124
3130,A Walk to Remember,Romantic,Drama,1951,4.2,138
3131,The Shawshank Redemption,Scary,Romance,1975,9.1,125
3132,Inception,Exciting,Romance,1962,5.5,145
3133,The Notebook,Romantic,Drama,1985,3.8,169
3134,Titanic,Mysterious,Fantasy,1996,7.1,126
3135,Avengers: Endgame,Scary,Action,1980,5.2,94
3136,The Godfather,Adventurous,Sci-Fi,2005,1.5,145
3137,Titanic,Romantic,Action,1995,9.5,161
3138,Inception,Sad,Drama,2003,1.0,116
3139,Kabir Singh,Romantic,Romance,1972,3.4,92
3140,A Walk to Remember,Romantic,Fantasy,1996,1.6,126
3141,Avengers: Endgame,Happy,Mystery,2016,7.2,122
3142,The Shawshank Redemption,Adventurous,Comedy,1970,4.4,98
3143,Inception,Exciting,Action,1983,9.3,99
3144,The Shawshank Redemption,Mysterious,Romance,1985,1.6,172
3145,Avengers: Endgame,Sad,Action,1992,3.4,108
3146,A Walk to Remember,Romantic,Drama,2018,8.7,173
3147,The Shawshank Redemption,Adventurous,Action,1985,5.3,112
3148,My Fault,Romantic,Comedy,2024,9.5,141
3149,Avengers: Endgame,Happy,Sci-Fi,1982,5.2,127
3150,Inception,Relaxed,Action,2017,7.7,96
3151,Inception,Happy,Action,1956,6.7,150
3152,Titanic,Happy,Horror,1975,8.8,127
3153,Titanic,Exciting,Mystery,1961,3.0,169
3154,The Shawshank Redemption,Scary,Horror,1999,3.1,105
3155,Titanic,Sad,Sci-Fi,1951,1.4,90
3156,Titanic,Happy,Comedy,2000,3.6,116
3157,The Shawshank Redemption,Happy,Thriller,2018,9.3,133
3158,Inception,Sad,Drama,1960,5.3,100
3159,The Godfather,Adventurous,Romance,2020,9.1,99
3160,Titanic,Relaxed,Fantasy,2009,8.4,113
3161,Inception,Sad,Romance,1973,8.7,145
3162,Titanic,Sad,Mystery,2015,3.5,104
3163,Avengers: Endgame,Exciting,Mystery,1989,4.5,123
3164,Inception,Adventurous,Romance,2009,2.3,166
3165,The Godfather,Scary,Drama,1998,9.0,115
3166,The Godfather,Adventurous,Comedy,1972,9.0,149
3167,The Godfather,Exciting,Action,1983,4.0,163
3168,The Godfather,Scary,Romance,2012,9.0,91
3169,Inception,Mysterious,Romance,2012,4.8,96
3170,Inception,Happy,Romance,1970,8.4,153
3171,The Godfather,Scary,Horror,2020,8.9,133
3172,The Godfather,Scary,Fantasy,1983,4.0,103
3173,Titanic,Romantic,Action,1959,5.3,169
3174,Inception,Relaxed,Mystery,1978,1.2,86
3175,Titanic,Sad,Thriller,1992,7.9,179
3176,The Shawshank Redemption,Mysterious,Comedy,1973,4.9,80
3177,The Godfather,Sad,Thriller,1997,8.7,114
3178,Avengers: Endgame,Scary,Horror,1995,7.0,158
3179,The Godfather,Happy,Fantasy,1961,2.0,86
3180,Inception,Happy,Romance,2018,9.5,124
3181,The Godfather,Scary,Mystery,1984,9.5,124
3182,The Godfather,Scary,Fantasy,1998,3.3,146
3183,The Godfather,Relaxed,Comedy,1979,7.5,82
3184,The Notebook,Romantic,Mystery,1985,3.5,170
3185,Avengers: Endgame,Happy,Sci-Fi,1998,9.3,179
3186,The Godfather,Scary,Mystery,2011,1.5,95
3187,Inception,Mysterious,Horror,2011,9.0,115
3188,Avengers: Endgame,Happy,Mystery,2010,5.5,112
3189,The Shawshank Redemption,Scary,Comedy,2007,3.8,133
3190,Titanic,Mysterious,Romance,1991,1.5,129
3191,The Godfather,Relaxed,Comedy,1988,1.4,75
3192,The Godfather,Happy,Fantasy,1974,4.2,76
3193,The Shawshank Redemption,Happy,Drama,1982,7.7,122
3194,Inception,Exciting,Thriller,1998,6.4,163
3195,The Shawshank Redemption,Sad,Thriller,1975,1.2,157
3196,Inception,Happy,Mystery,1990,3.9,135
3197,Inception,Sad,Fantasy,2000,1.5,140
3198,Titanic,Happy,Action,1971,7.0,129
3199,Titanic,Mysterious,Mystery,1983,4.0,167
3200,My Fault,Romantic,Horror,1963,3.2,98
3201,The Godfather,Happy,Comedy,1955,6.2,173
3202,The Godfather,Happy,Action,2024,6.4,118
3203,Avengers: Endgame,Scary,Thriller,1962,1.4,116
3204,Inception,Sad,Romance,1974,7.7,178
3205,Titanic,Sad,Action,2021,2.2,167
3206,The Shawshank Redemption,Happy,Horror,1974,4.3,160
3207,Titanic,Mysterious,Comedy,2020,7.7,158
3208,Titanic,Sad,Comedy,1970,5.4,77
3209,Titanic,Mysterious,Fantasy,2019,7.1,138
3210,The Godfather,Adventurous,Comedy,1958,7.3,126
3211,Kabir Singh,Romantic,Mystery,1959,4.5,129
3212,Inception,Mysterious,Comedy,1952,4.0,150
3213,My Fault,Romantic,Sci-Fi,1951,4.5,168
3214,Inception,Sad,Drama,1989,3.6,97
3215,The Shawshank Redemption,Exciting,Sci-Fi,1988,3.9,130
3216,Titanic,Happy,Comedy,1974,8.4,110
3217,The Godfather,Happy,Romance,1978,9.3,136
3218,Titanic,Happy,Action,2006,5.2,112
3219,Avengers: Endgame,Happy,Drama,1991,8.0,165
3220,The Shawshank Redemption,Mysterious,Mystery,1975,6.4,117
3221,Inception,Mysterious,Horror,2004,9.6,142
3222,Avengers: Endgame,Mysterious,Comedy,2023,8.9,162
3223,The Shawshank Redemption,Exciting,Action,1976,2.0,103
3224,Titanic,Adventurous,Mystery,1951,5.7,110
3225,The Shawshank Redemption,Mysterious,Thriller,1966,7.6,101
3226,The Shawshank Redemption,Sad,Sci-Fi,1971,7.8,130
3227,Avengers: Endgame,Happy,Action,1982,4.2,80
3228,Titanic,Exciting,Action,1990,8.9,121
3229,Titanic,Happy,Drama,1957,3.9,111
3230,The Shawshank Redemption,Happy,Comedy,2007,1.1,156
3231,The Shawshank Redemption,Sad,Comedy,1981,4.7,146
3232,Avengers: Endgame,Mysterious,Fantasy,2011,5.1,172
3233,The Notebook,Romantic,Sci-Fi,1994,5.4,161
3234,Inception,Relaxed,Thriller,1959,1.3,155
3235,Titanic,Adventurous,Sci-Fi,1979,7.1,128
3236,Avengers: Endgame,Scary,Fantasy,2006,7.7,178
3237,Titanic,Sad,Comedy,2011,2.5,180
3238,Inception,Sad,Thriller,2018,4.7,138
3239,A Walk to Remember,Romantic,Sci-Fi,2023,5.5,83
3240,The Shawshank Redemption,Mysterious,Comedy,2013,2.2,78
3241,Titanic,Adventurous,Fantasy,1976,2.9,173
3242,The Godfather,Happy,Horror,1976,2.9,83
3243,The Shawshank Redemption,Adventurous,Mystery,1966,3.6,156
3244,The Shawshank Redemption,Relaxed,Fantasy,2006,7.4,132
3245,Titanic,Mysterious,Action,1968,9.0,75
3246,The Godfather,Happy,Comedy,1957,8.4,117
3247,Titanic,Mysterious,Drama,1991,4.5,128
3248,Inception,Scary,Comedy,1966,3.0,146
3249,The Shawshank Redemption,Relaxed,Fantasy,2013,1.7,89
3250,The Shawshank Redemption,Scary,Fantasy,1968,4.3,152
3251,The Shawshank Redemption,Adventurous,Sci-Fi,1984,6.2,148
3252,The Godfather,Sad,Thriller,1988,5.6,148
3253,Titanic,Exciting,Thriller,1968,8.3,139
3254,Titanic,Mysterious,Sci-Fi,1961,2.6,110
3255,The Shawshank Redemption,Exciting,Fantasy,1980,3.4,76
3256,The Godfather,Adventurous,Comedy,1991,5.6,150
3257,My Fault,Romantic,Thriller,1986,5.8,170
3258,The Shawshank Redemption,Happy,Mystery,1966,6.5,159
3259,The Godfather,Happy,Thriller,1950,3.2,167
3260,The Shawshank Redemption,Exciting,Romance,1982,8.7,132
3261,Avengers: Endgame,Mysterious,Romance,2007,5.2,128
3262,Inception,Mysterious,Mystery,1956,7.2,85
3263,Inception,Adventurous,Romance,2024,7.2,120
3264,The Shawshank Redemption,Scary,Action,2009,10.0,168
3265,Titanic,Relaxed,Action,1988,3.8,125
3266,Titanic,Scary,Horror,1979,4.2,161
3267,Inception,Scary,Sci-Fi,2020,5.3,131
3268,The Shawshank Redemption,Sad,Action,1970,5.7,157
3269,Inception,Exciting,Drama,1951,5.1,179
3270,Kabir Singh,Romantic,Drama,1987,8.8,80
3271,Titanic,Scary,Action,1987,1.7,162
3272,Avengers: Endgame,Mysterious,Drama,1980,5.1,131
3273,The Shawshank Redemption,Happy,Comedy,1976,9.8,96
3274,Inception,Relaxed,Fantasy,1991,8.9,104
3275,Kabir Singh,Romantic,Drama,1992,2.2,130
3276,The Godfather,Adventurous,Horror,1961,1.8,76
3277,Titanic,Sad,Mystery,1953,1.3,88
3278,Titanic,Happy,Mystery,2011,3.4,109
3279,Inception,Sad,Comedy,1995,8.7,113
3280,Titanic,Happy,Fantasy,1994,1.9,138
3281,Avengers: Endgame,Happy,Fantasy,1980,1.9,78
3282,The Shawshank Redemption,Adventurous,Action,1969,9.3,98
3283,Inception,Adventurous,Sci-Fi,1989,8.2,130
3284,The Godfather,Scary,Romance,1975,5.2,178
3285,Inception,Adventurous,Sci-Fi,1985,5.9,130
3286,Titanic,Exciting,Sci-Fi,1972,3.5,165
3287,Titanic,Scary,Horror,2000,6.7,163
3288,Inception,Sad,Comedy,2021,4.2,120
3289,The Shawshank Redemption,Relaxed,Drama,1999,8.1,109
3290,Avengers: Endgame,Scary,Mystery,1981,1.6,119
3291,Titanic,Romantic,Horror,1964,4.7,158
3292,The Shawshank Redemption,Happy,Drama,1964,9.5,121
3293,Inception,Sad,Drama,1960,5.1,164
3294,The Godfather,Adventurous,Sci-Fi,2022,1.5,143
3295,Titanic,Adventurous,Fantasy,2020,6.2,89
3296,The Godfather,Mysterious,Drama,1964,2.4,76
3297,My Fault,Romantic,Comedy,1960,2.9,141
3298,The Godfather,Exciting,Action,1986,9.8,146
3299,Inception,Exciting,Thriller,2024,8.6,97
3300,The Shawshank Redemption,Relaxed,Action,1962,5.7,93
3301,Inception,Scary,Thriller,1989,9.6,177
3302,The Godfather,Sad,Drama,2019,7.7,98
3303,The Godfather,Sad,Comedy,1975,2.8,100
3304,My Fault,Romantic,Drama,2009,3.5,147
3305,Inception,Relaxed,Sci-Fi,2015,4.5,79
3306,Titanic,Mysterious,Fantasy,1979,7.8,89
3307,Titanic,Happy,Horror,2021,4.8,98
3308,Titanic,Adventurous,Sci-Fi,1993,6.5,159
3309,The Godfather,Exciting,Romance,1992,4.7,132
3310,A Walk to Remember,Romantic,Drama,1984,3.3,170
3311,The Shawshank Redemption,Happy,Thriller,1986,3.6,129
3312,Avengers: Endgame,Relaxed,Mystery,1967,3.7,101
3313,Titanic,Scary,Thriller,2010,8.9,115
3314,Inception,Scary,Fantasy,1979,4.2,131
3315,Titanic,Scary,Comedy,1968,7.7,120
3316,Titanic,Mysterious,Action,1970,4.3,92
3317,The Shawshank Redemption,Sad,Fantasy,1982,9.6,165
3318,Avengers: Endgame,Happy,Horror,1963,9.0,81
3319,Avengers: Endgame,Adventurous,Mystery,1973,10.0,110
3320,The Godfather,Sad,Action,1986,6.3,84
3321,Inception,Happy,Thriller,2007,2.0,135
3322,Titanic,Happy,Thriller,1972,4.6,132
3323,Titanic,Mysterious,Action,1955,6.9,83
3324,Inception,Mysterious,Action,1954,9.9,91
3325,Titanic,Adventurous,Sci-Fi,1995,8.3,79
3326,Inception,Sad,Romance,2012,4.9,126
3327,Titanic,Happy,Fantasy,1983,1.6,128
3328,The Shawshank Redemption,Scary,Romance,1995,4.1,136
3329,The Godfather,Exciting,Drama,1953,2.2,173
3330,Avengers: Endgame,Relaxed,Thriller,1965,1.5,132
3331,Avengers: Endgame,Scary,Mystery,2000,5.5,104
3332,Inception,Exciting,Drama,1969,9.7,132
3333,The Shawshank Redemption,Mysterious,Action,1959,1.8,126
3334,Inception,Relaxed,Comedy,2021,9.1,122
3335,Titanic,Exciting,Comedy,1950,5.9,144
3336,Avengers: Endgame,Sad,Action,1991,1.6,103
3337,The Shawshank Redemption,Sad,Mystery,1993,3.6,110
3338,A Walk to Remember,Romantic,Comedy,2005,1.8,150
3339,Titanic,Relaxed,Action,1976,8.2,142
3340,The Godfather,Happy,Thriller,2014,1.0,169
3341,Titanic,Happy,Romance,1961,7.3,78
3342,A Walk to Remember,Romantic,Sci-Fi,1984,2.4,100
3343,The Godfather,Mysterious,Thriller,2002,2.1,174
3344,The Godfather,Adventurous,Drama,1967,3.3,90
3345,The Godfather,Exciting,Horror,1956,1.9,159
3346,The Godfather,Scary,Mystery,1999,1.0,81
3347,Avengers: Endgame,Mysterious,Fantasy,2023,7.9,79
3348,Avengers: Endgame,Sad,Sci-Fi,1972,5.4,83
3349,Inception,Mysterious,Thriller,1976,4.9,163
3350,The Godfather,Happy,Romance,1953,5.8,89
3351,Avengers: Endgame,Exciting,Thriller,1963,1.7,149
3352,A Walk to Remember,Romantic,Thriller,1974,3.0,127
3353,Titanic,Scary,Horror,1989,5.0,92
3354,Avengers: Endgame,Scary,Comedy,1997,6.5,93
3355,Titanic,Sad,Sci-Fi,2010,3.5,95
3356,Inception,Scary,Fantasy,2021,6.3,165
3357,Titanic,Relaxed,Action,2003,4.3,135
3358,Avengers: Endgame,Sad,Romance,1971,9.7,138
3359,The Shawshank Redemption,Scary,Action,2024,4.4,135
3360,Inception,Sad,Romance,1984,4.4,174
3361,Titanic,Exciting,Horror,2017,3.4,134
3362,The Shawshank Redemption,Exciting,Fantasy,1960,2.2,85
3363,Titanic,Happy,Thriller,2003,7.1,148
3364,Avengers: Endgame,Sad,Thriller,1964,9.8,82
3365,The Godfather,Scary,Mystery,2009,9.6,141
3366,Avengers: Endgame,Scary,Romance,1981,8.8,145
3367,Avengers: Endgame,Scary,Action,1952,9.3,152
3368,Titanic,Sad,Horror,1983,9.4,133
3369,The Shawshank Redemption,Scary,Thriller,1961,5.4,127
3370,The Godfather,Exciting,Sci-Fi,2012,2.8,174
3371,Inception,Scary,Comedy,1960,2.8,77
3372,The Godfather,Sad,Comedy,1983,1.4,81
3373,The Shawshank Redemption,Exciting,Sci-Fi,2014,9.4,163
3374,The Godfather,Relaxed,Sci-Fi,2006,1.5,154
3375,The Shawshank Redemption,Scary,Action,1966,9.5,109
3376,The Shawshank Redemption,Mysterious,Horror,1967,7.5,118
3377,Inception,Exciting,Drama,2005,3.7,135
3378,Avengers: Endgame,Sad,Sci-Fi,2014,3.1,154
3379,Titanic,Sad,Drama,1964,1.1,106
3380,Titanic,Mysterious,Thriller,1966,6.4,84
3381,Titanic,Mysterious,Comedy,2018,1.9,171
3382,The Notebook,Romantic,Romance,1968,3.2,170
3383,Titanic,Scary,Sci-Fi,1965,8.2,77
3384,Avengers: Endgame,Relaxed,Action,1955,7.3,162
3385,The Shawshank Redemption,Scary,Drama,1992,9.2,157
3386,The Godfather,Mysterious,Thriller,1965,2.7,175
3387,The Shawshank Redemption,Scary,Fantasy,2004,2.3,84
3388,Avengers: Endgame,Scary,Mystery,2014,6.9,163
3389,Avengers: Endgame,Mysterious,Thriller,1988,1.1,84
3390,A Walk to Remember,Romantic,Romance,1984,6.9,156
3391,Avengers: Endgame,Exciting,Horror,1950,9.0,165
3392,Inception,Relaxed,Drama,1963,6.0,130
3393,The Notebook,Romantic,Thriller,1989,1.2,132
3394,Titanic,Scary,Mystery,1994,4.1,171
3395,Avengers: Endgame,Happy,Drama,1984,10.0,94
3396,Inception,Relaxed,Comedy,2015,8.4,85
3397,Titanic,Adventurous,Thriller,1990,4.8,92
3398,Titanic,Happy,Action,2022,3.1,143
3399,Inception,Happy,Fantasy,1958,1.2,124
3400,Titanic,Mysterious,Mystery,2005,2.7,89
3401,The Godfather,Sad,Horror,2016,5.3,125
3402,The Shawshank Redemption,Scary,Horror,1973,7.7,134
3403,Avengers: Endgame,Happy,Drama,1980,8.7,125
3404,A Walk to Remember,Romantic,Fantasy,2006,5.2,87
3405,Titanic,Relaxed,Horror,1990,4.9,80
3406,The Godfather,Scary,Sci-Fi,1964,7.5,98
3407,Titanic,Adventurous,Drama,1992,1.8,130
3408,My Fault,Romantic,Horror,1970,2.8,101
3409,Titanic,Adventurous,Sci-Fi,1951,3.0,117
3410,The Godfather,Relaxed,Fantasy,1978,9.3,148
3411,The Shawshank Redemption,Happy,Comedy,1971,5.5,116
3412,The Godfather,Scary,Romance,2022,3.4,151
3413,Titanic,Exciting,Sci-Fi,2016,2.1,105
3414,The Shawshank Redemption,Mysterious,Drama,2002,9.1,136
3415,Avengers: Endgame,Mysterious,Horror,2012,6.1,144
3416,Titanic,Exciting,Comedy,1997,2.1,91
3417,The Shawshank Redemption,Mysterious,Fantasy,1987,8.1,122
3418,Inception,Mysterious,Sci-Fi,2000,7.0,99
3419,Titanic,Adventurous,Fantasy,1955,2.5,116
3420,The Shawshank Redemption,Happy,Drama,1982,9.1,170
3421,The Shawshank Redemption,Happy,Sci-Fi,2008,5.2,76
3422,The Godfather,Happy,Drama,1959,6.7,160
3423,Inception,Scary,Drama,1955,4.6,90
3424,Titanic,Mysterious,Fantasy,1976,6.9,163
3425,Titanic,Exciting,Drama,1979,3.6,131
3426,The Godfather,Sad,Fantasy,1951,9.7,169
3427,The Shawshank Redemption,Adventurous,Sci-Fi,2023,8.1,89
3428,Avengers: Endgame,Sad,Mystery,1996,5.5,157
3429,The Shawshank Redemption,Sad,Fantasy,1997,6.1,170
3430,Avengers: Endgame,Mysterious,Comedy,1956,3.0,152
3431,Inception,Mysterious,Sci-Fi,1988,3.2,99
3432,Avengers: Endgame,Sad,Mystery,1987,7.0,87
3433,The Shawshank Redemption,Happy,Horror,1976,1.1,138
3434,The Shawshank Redemption,Scary,Sci-Fi,1961,5.7,166
3435,Titanic,Mysterious,Action,1988,7.4,153
3436,The Godfather,Mysterious,Fantasy,1976,1.2,125
3437,Inception,Scary,Comedy,1996,7.9,97
3438,Inception,Exciting,Fantasy,1974,7.8,124
3439,The Shawshank Redemption,Happy,Comedy,2024,3.3,102
3440,Inception,Exciting,Drama,2020,6.6,170
3441,Avengers: Endgame,Mysterious,Action,1983,9.8,93
3442,Avengers: Endgame,Happy,Mystery,1980,4.5,160
3443,Titanic,Adventurous,Drama,1983,1.7,134
3444,Avengers: Endgame,Sad,Fantasy,1952,7.1,87
3445,Titanic,Sad,Comedy,1976,8.5,80
3446,My Fault,Romantic,Mystery,2005,7.9,154
3447,Avengers: Endgame,Relaxed,Romance,1991,6.5,125
3448,A Walk to Remember,Romantic,Romance,2004,9.6,81
3449,The Godfather,Mysterious,Mystery,2023,7.9,84
3450,Inception,Exciting,Comedy,1984,6.5,87
3451,Inception,Adventurous,Mystery,1973,3.6,106
3452,Titanic,Adventurous,Drama,1957,9.1,78
3453,Titanic,Adventurous,Sci-Fi,2002,9.5,117
3454,Inception,Mysterious,Horror,2020,6.1,100
3455,Titanic,Happy,Fantasy,1988,5.1,142
3456,Titanic,Scary,Fantasy,2018,10.0,108
3457,The Godfather,Happy,Romance,1996,9.4,123
3458,The Shawshank Redemption,Exciting,Action,1973,2.1,89
3459,Avengers: Endgame,Mysterious,Fantasy,1970,5.1,125
3460,The Shawshank Redemption,Relaxed,Horror,1988,1.9,147
3461,Inception,Mysterious,Mystery,2000,9.6,81
3462,Kabir Singh,Romantic,Thriller,2006,4.0,115
3463,Inception,Adventurous,Romance,1999,5.8,78
3464,The Shawshank Redemption,Exciting,Romance,2001,1.8,96
3465,Inception,Happy,Thriller,1974,5.4,118
3466,Inception,Adventurous,Action,2007,9.4,79
